Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
1985.0,2-STORY 1946 & NEWER,Residential Low-Density,77.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Above Average,5.0,1985.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,741.0,741.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,977.0,755.0,1732.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,476.0,Typical/Average,Typical/Average,Paved,192.0,46.0,0.0,0.0,0.0,June 2010,2010.0,Warranty Deed - Conventional,Normal Sale,178000.0,102.77136258660508,25.0,3.0,0.18248867348013909,2
1979.0,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,64.0,9491.0,Paved,None,Regular,Banked,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Average,5.0,1979.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Fair,Slab,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,No Basement,0.0,No Basement,0.0,0.0,1057.4294520547944,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1535.0,0.0,1535.0,2.0,0.0,4.0,1.0,Average/Typical,8.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,410.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Allocation - two linked properties with separate deeds,118964.0,77.50097719869707,30.0,2.0,0.16173216731640502,0
2009.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,94.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,College Creek,Normal,Good,5.0,2009.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1226.0,1226.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1226.0,0.0,1226.0,2.0,0.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,3.0,740.0,Typical/Average,Typical/Average,Paved,0.0,36.0,0.0,0.0,0.0,May 2010,2010.0,Warranty Deed - Conventional,Normal Sale,198900.0,162.23491027732464,1.0,2.0,0.12917500790222317,0
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Medium-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Iowa DOT and Rail Road,Normal,Good,4.0,1931.0,Gable,Standard (Composite) Shingle,Stucco,Brick Face,210.6894270193207,Average/Typical,Fair,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,224.0,Unfinished,0.0,816.0,1040.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1226.0,592.0,1818.0,1.0,1.0,4.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,169500.0,93.23432343234323,76.0,2.0,0.19154988936887576,1
2004.0,2-STORY 1946 & NEWER,Floating Village Residential,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Very Good,5.0,2003.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1053.0,1053.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1053.0,939.0,1992.0,2.0,1.0,3.0,1.0,Good,9.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,648.0,Typical/Average,Typical/Average,Paved,140.0,45.0,0.0,0.0,0.0,August 2008,2008.0,Warranty Deed - Conventional,Normal Sale,250000.0,125.50200803212851,5.0,3.0,0.20988304709725003,2
1995.0,1-STORY 1945 & OLDER,Residential Medium-Density,60.0,9491.0,Paved,Gravel,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Below Average,7.0,1885.0,Mansard,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,641.0,641.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1047.0,0.0,1047.0,1.0,0.0,2.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,273.0,Fair,Fair,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,August 2007,2007.0,Warranty Deed - Conventional,Normal Sale,100000.0,95.51098376313276,122.0,1.0,0.11031503529659678,1
1950.0,1-STORY 1946 & NEWER ALL STYLES,Residential Medium-Density,50.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Average,5.0,1948.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,104.0,Below Average Living Quarters,0.0,516.0,789.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,789.0,0.0,789.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,250.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,April 2008,2008.0,Warranty Deed - Conventional,Home was not completed when last assessed,115000.0,145.75411913814955,60.0,1.0,0.08313138763038669,1
2005.0,1-1/2 STORY FINISHED ALL AGES,Residential Medium-Density,85.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Iowa DOT and Rail Road,Adjacent to arterial street & Normal,Average,7.0,1919.0,Gable,Standard (Composite) Shingle,Cement Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,793.0,793.0,Gas hot water or steam heat,Average/Typical,No,Standard Circuit Breakers & Romex,997.0,520.0,1517.0,2.0,0.0,3.0,1.0,Fair,7.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,August 2007,2007.0,Warranty Deed - Conventional,Normal Sale,115000.0,75.80751483190508,88.0,2.0,0.15983563375829735,1
1977.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,105.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northwest Ames,Normal,Above Average,6.0,1977.0,Hip,Standard (Composite) Shingle,Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,705.0,Unfinished,0.0,1139.0,1844.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1844.0,0.0,1844.0,2.0,0.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,546.0,Typical/Average,Typical/Average,Paved,0.0,122.0,0.0,0.0,0.0,January 2010,2010.0,Court Officer Deed/Estate,Normal Sale,190000.0,103.03687635574838,33.0,2.0,0.19428932673058688,0
1972.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Above Average,4.0,1954.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Fair (70-79 inches),Fair - dampness or some cracking or settling,No Exposure,Average Rec Room,444.0,Unfinished,0.0,550.0,994.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1216.0,639.0,1855.0,2.0,0.0,4.0,1.0,Average/Typical,7.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,325.0,Typical/Average,Typical/Average,Paved,182.0,0.0,0.0,0.0,0.0,October 2006,2006.0,Warranty Deed - Conventional,Normal Sale,136900.0,73.80053908355795,52.0,2.0,0.19544831946054156,2
2000.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Good,5.0,2000.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,250.0,Unfinished,0.0,134.0,384.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,774.0,656.0,1430.0,2.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,2.0,400.0,Typical/Average,Typical/Average,Paved,180.0,0.0,0.0,0.0,0.0,April 2010,2010.0,Warranty Deed - Conventional,Normal Sale,180000.0,125.87412587412588,10.0,3.0,0.1506690548941102,2
2007.0,2-STORY 1946 & NEWER,Residential Low-Density,77.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Good,5.0,2007.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,984.0,Unfinished,0.0,280.0,1264.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1282.0,1414.0,2696.0,2.0,1.0,4.0,1.0,Excellent,10.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,3.0,792.0,Typical/Average,Typical/Average,Paved,120.0,46.66027397260274,0.0,0.0,0.0,October 2007,2007.0,Home just constructed and sold,Home was not completed when last assessed,180921.19589041095,67.1072685053453,0.0,3.0,0.28405858181435045,2
1953.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Banked,All Public Utilities,Corner Plot,Gentle Slope,Crawford,Normal,Above Average,5.0,1953.0,Hip,Standard (Composite) Shingle,Wood Siding,Brick Face,210.6894270193207,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living Quarters,35.0,Average Rec Room,0.0,905.0,1809.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1162.626712328767,0.0,2259.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Basement Garage,2005.0,Unfinished,2.0,450.0,Typical/Average,Typical/Average,Paved,166.0,120.0,0.0,0.0,0.0,October 2007,2007.0,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",217000.0,96.06020362992474,54.0,2.0,0.23801496154251395,0
2002.0,2-STORY 1945 & OLDER,Residential Low-Density,61.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Moderate Slope,Crawford,Normal,Above Average,5.575342465753424,1945.0,Gabrel (Barn),Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,774.0,Low Quality,0.0,104.0,1028.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1436.0,884.0,2320.0,2.0,1.0,3.0,1.0,Good,9.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,2005.0,Unfinished,1.0,180.0,Typical/Average,Typical/Average,Paved,224.0,0.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,259500.0,111.85344827586206,62.0,3.0,0.24444210304498998,2
1999.0,2-STORY PUD - 1946 & NEWER,Floating Village Residential,34.0,9491.0,Paved,Paved,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Somerset,Normal,Above Average,5.0,1999.0,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,419.0,Unfinished,0.0,310.0,729.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,729.0,729.0,1458.0,2.0,1.0,2.0,1.0,Average/Typical,5.0,1.0,Fair - Prefabricated Fireplace in the basement,Detached from home,2005.0,Unfinished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,32.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,176000.0,120.71330589849109,8.0,3.0,0.15361921820672217,2
1962.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Average,5.0,1962.0,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,170.0,Below Average Living Quarters,0.0,252.0,1092.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1092.0,0.0,1092.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,Poor - Ben Franklin Stove,Attached to the home,2005.0,Unfinished,1.0,288.0,Typical/Average,Typical/Average,Paved,0.0,20.0,0.0,0.0,0.0,September 2009,2009.0,Warranty Deed - Conventional,Normal Sale,139000.0,127.28937728937728,47.0,1.0,0.11505636919186597,1
2007.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,74.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Edwards,Normal,Average,5.0,2006.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1125.0,1125.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1125.0,0.0,1125.0,1.0,1.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,430.0,Typical/Average,Typical/Average,Paved,80.0,64.0,0.0,0.0,0.0,April 2007,2007.0,Home just constructed and sold,Home was not completed when last assessed,155000.0,137.77777777777777,1.0,2.0,0.11853334738173006,0
1990.0,2-STORY 1946 & NEWER,Residential Low-Density,90.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Sawyer West,Normal,Good,5.0,1990.0,Hip,Standard (Composite) Shingle,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,1470.0,Unfinished,0.0,203.0,1673.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1699.0,1523.0,1509.6191780821919,3.0,0.0,2.8664383561643834,1.0,Good,6.517808219178082,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Unfinished,3.0,594.0,Typical/Average,Typical/Average,Paved,367.0,0.0,0.0,0.0,0.0,May 2010,2010.0,Warranty Deed - Conventional,Normal Sale,305313.125,202.24512872701268,20.0,3.0,0.15905796839976735,0
2006.0,2-STORY 1946 & NEWER,Residential Low-Density,65.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Above Average,5.0,2005.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,728.0,728.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,728.0,728.0,1456.0,2.0,1.0,3.0,1.0,Good,8.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,2.0,390.0,Typical/Average,Typical/Average,Paved,0.0,24.0,0.0,0.0,0.0,July 2006,2006.0,Home just constructed and sold,Home was not completed when last assessed,163990.0,112.63049450549451,1.0,3.0,0.15340849225582132,2
1969.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Depression,All Public Utilities,Cul-De-Sac,Sever Slope,Clear Creek,Normal,Above Average,5.0,1969.0,Flat,Metal,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,938.0,Unfinished,0.0,0.0,938.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,988.0,0.0,988.0,1.0,0.0,1.0,1.0,Average/Typical,4.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Unfinished,2.0,540.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,October 2006,2006.0,Warranty Deed - Conventional,Normal Sale,180000.0,182.18623481781376,37.0,1.0,0.1040986197450216,1
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Medium-Density,50.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Iowa DOT and Rail Road,Normal,Below Average,5.0,1939.0,Gable,Standard (Composite) Shingle,Asbestos Shingles,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,732.0,732.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,772.0,351.0,1123.0,1.0,0.0,3.0,1.0,Average/Typical,4.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,264.0,Typical/Average,Typical/Average,Partial Pavement,0.0,0.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,100000.0,89.04719501335708,68.0,1.0,0.11832262143082921,1
1958.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Above Average,7.0,1958.0,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,570.0,Unfinished,0.0,510.0,1080.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1080.0,0.0,1080.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,288.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,136000.0,125.92592592592592,50.0,1.0,0.11379201348646086,1
1993.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,55.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Above Average,5.0,1993.0,Gable,Standard (Composite) Shingle,Plywood,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,300.0,Unfinished,0.0,899.0,1199.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1199.0,0.0,1199.0,2.0,0.0,2.0,1.0,Good,5.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,530.0,Typical/Average,Typical/Average,Paved,0.0,63.0,0.0,0.0,0.0,March 2008,2008.0,Warranty Deed - Conventional,Normal Sale,153900.0,128.35696413678065,15.0,2.0,0.12633020756506164,0
1998.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,48.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Northwest Ames,Normal,Above Average,5.0,1979.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Good,Cinder Block,Fair (70-79 inches),Fair - dampness or some cracking or settling,No Exposure,Unfinished,0.0,Unfinished,0.0,1362.0,1362.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1586.0,0.0,1586.0,2.0,0.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Unfinished,2.0,435.0,Typical/Average,Typical/Average,Paved,192.0,0.0,0.0,0.0,0.0,January 2009,2009.0,Warranty Deed - Conventional,Normal Sale,181000.0,114.12358133669609,30.0,2.0,0.1671056790643768,0
1982.0,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Iowa DOT and Rail Road,Normal,Above Average,5.575342465753424,1935.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,490.0,Unfinished,0.0,30.0,520.0,Gas forced warm air furnace,Good,No,Standard Circuit Breakers & Romex,520.0,0.0,520.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Dirt/Gravel,53.0,0.0,0.0,0.0,0.0,June 2006,2006.0,Warranty Deed - Conventional,Normal Sale,84500.0,162.5,71.0,1.0,0.0547887472342219,1
1976.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northpark Villa,Normal,Above Average,5.0,1976.0,Gable,Standard (Composite) Shingle,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,120.0,Unfinished,0.0,958.0,1078.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,958.0,0.0,958.0,2.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,46.66027397260274,0.0,0.0,0.0,February 2007,2007.0,Warranty Deed - Conventional,Normal Sale,128000.0,133.61169102296452,31.0,2.0,0.1009377304815088,1
1950.0,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium-Density,55.0,9491.0,Paved,None,Slightly Irregular,Banked,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Adjacent to feeder street & Normal,Average,7.0,1930.0,Gable,Standard (Composite) Shingle,Wood Shingles & Wood Siding,None,180.73137335812217,Average/Typical,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,116.0,Unfinished,0.0,556.0,672.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,840.0,0.0,840.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,87000.0,103.57142857142857,77.0,1.0,0.08850489937835844,1
1966.0,2-STORY 1946 & NEWER,Residential Low-Density,69.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,"Near positive off-site feature--park, greenbelt, etc & Normal",Above Average,5.0,1966.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,512.0,Unfinished,0.0,148.0,660.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,660.0,688.0,1348.0,1.0,1.0,3.0,1.0,Average/Typical,6.0,1.0,Fair - Prefabricated Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,453.0,Typical/Average,Typical/Average,Paved,188.0,108.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,155000.0,114.98516320474778,40.0,2.0,0.14202929090717523,1
1991.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,69.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,7.0,1958.0,Gable,Standard (Composite) Shingle,Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,567.0,Below Average Living Quarters,0.0,413.0,1008.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1053.0,0.0,1053.0,1.0,1.0,3.0,1.0,Excellent,6.0,1.0,No Fireplace,More than one type of garage,2005.0,Rough Finished,2.0,750.0,Typical/Average,Typical/Average,Paved,0.0,80.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",150000.0,142.45014245014244,48.0,2.0,0.11094721314929934,1
